id sender,id receiver,name sender,name receiver,wire value,country sender,country receiver,trxn_id
CUST20079739,EXTERNAL682787,SUZANNE ROJAS,MELANIE BAKER,10522.0,CA,US,WXQL18046647
CUST92995356,CUST20255092,ZACHARY SCHNEIDER,RAYMOND MARTINEZ,1066.0,CA,CA,YXYS56455000
EXTERNAL400931,CUST91911520,ANGELA FRANK,CHRISTOPHER WELLS,8476.0,CA,CA,LTOM51912969
EXTERNAL919380,CUST24513363,DING JIAN GUO,NATASHA SIMPSON,2132.0,CN,CA,CJFW82209801
EXTERNAL472502,CUST85053498,ONKAR KHURANA,MELISSA HUNT,2769.0,CA,CA,GMNO71645148
EXTERNAL614729,CUST50207648,KATHERINE BRUCE,LOGAN BARTON,3820.0,CA,CA,TGTQ59897715
EXTERNAL802353,CUST48492407,KISMAT SHERE,HIMMAT BEHL,922.0,IN,CA,JIVE85480250
CUST12991682,CUST83957107,SUN YONG,ROBERT BROWN,1581.0,CA,CA,GGPT55720125
CUST36248870,EXTERNAL829186,JESSICA BYRD,CASEY HALL,1220.0,CA,CA,PRTP73501678
CUST98693116,EXTERNAL282896,MARISSA NGUYEN,RICHARD WILLIAMS,17663.0,CA,US,EFIZ94317581
CUST26422906,EXTERNAL255896,PAUL PAYNE,ANNA GUZMAN,4620.0,CA,CA,KXXL42892621
EXTERNAL617040,CUST66479584,SARA BARNETT,RUBEN HERNANDEZ,1950.0,CA,CA,VMJI82945874
CUST34794777,EXTERNAL664278,BRIGITTE LEMIEUX,MAO GUI LAN,1412.0,CA,CN,WPDI88511083
EXTERNAL871323,CUST28032540,ESPARTA ARREOLA,NOËL ASSELIN,4230.0,MX,CA,PNPP68084509
EXTERNAL692574,CUST49717208,IPATIJ JAKOVLEVICH KIRILLOV,ALEXIS ALLEN,7140.0,RU,CA,WTGS77216346
EXTERNAL458431,CUST72144067,JESSICA OLSEN,JESSICA SMITH,1940.0,CA,CA,HQXT79123349
CUST56743898,EXTERNAL443194,PARINAAZ BRAHMBHATT,NHLANHLA NOMVUMA,67334.0,CA,SA,QFZA89859623
CUST20750733,EXTERNAL966110,JAMES HALL,ÓSCAR ESTHER ANGULO,6742.0,CA,MX,RATK49689566
CUST86116030,EXTERNAL315285,FRÉDÉRIC ROBERGE,MICHAEL ROSS,1605.0,CA,US,KNRN81843215
EXTERNAL721880,CUST43190993,SAMANTHA KENNEDY,CARL SPARKS,17427.0,US,CA,NXBO83816625
CUST29997107,EXTERNAL785068,HANNAH PETERSON,ZOÉ TURGEON,2132.0,CA,CA,BHLA45111224
CUST66054987,EXTERNAL675792,WANG YING,ZOÉ LANGLOIS,11050.0,CA,CA,LAOY99355875
EXTERNAL869433,CUST47860324,SUN XU,RACHEL SKINNER,30100.0,CN,CA,QOZH99240350
CUST44140547,CUST19390016,DR.ANDREA WILEY,DR. KEVIN ANDERSON,3434.0,CA,CA,OMVA20452801
EXTERNAL405763,CUST92989687,SANDRA JENNINGS,SARA HAYDEN,12098.0,UK,CA,LZQF93260672
EXTERNAL330133,CUST15039766,LIU JUN,WILLIAM WALL,27872.0,CN,CA,BZRS31124191
EXTERNAL456580,CUST98820903,DR.HE LI,KIMBERLY SALINAS,1850.0,CA,CA,TUPU58943686
CUST62647803,CUST86068386,MATTHEW YU,BRYAN NICHOLS,1824.0,CA,CA,SMKW79031378
CUST66955307,CUST54350973,JOSEPH-ANDRÉ BOULANGER,ANDRÉ LAROUCHE,4776.0,CA,CA,FCCM85278806
EXTERNAL375600,CUST76396467,JILL GREEN,VICTORIA WELCH,2073.0,CA,CA,VMPK42709148
CUST23858435,EXTERNAL276927,DR.LINDA REYES RINCÓN,CENG GUI XIANG,9258.0,CA,CA,TEOV86936624
EXTERNAL112051,CUST10084918,NAYANTARA SATHE,JONATHAN WATTS,574.0,IN,CA,FDEB46386846
EXTERNAL887444,CUST74563400,MARCEL CHABOT-TRUDEL,JULIAN JACKSON,1102.0,CA,CA,PSCZ49220182
EXTERNAL945183,CUST15778940,TOM GIBSON,SHELLY VALDEZ,2040.0,UK,CA,VOBF32238353
CUST62389697,EXTERNAL805205,COLLEEN HOLLOWAY,JASMINE HINES,2080.0,CA,CA,AKAF91607873
CUST34027009,CUST44336159,YVES-MATHIEU MARCOTTE,ROBERT TORRES,1307.5,CA,CA,CTCR72851180
EXTERNAL386029,CUST57289851,LOGINOVA TAISIJA IVANOVNA,JOSEPH PORTER,3669.0,RU,CA,CTRS47981484
EXTERNAL363837,CUST18493791,TASHA EVANS,JULIE MELENDEZ MD,9742.0,CA,CA,VISU70075961
EXTERNAL767039,CUST63934696,JESSICA RAMOS,DR.THOMAS BRYANT,2523.0,CA,CA,HUNC57988798
EXTERNAL711633,CUST34672188,JESSICA PLOURDE,KEVIN OLSON,1718.0,CA,CA,JERU88635365
EXTERNAL507844,CUST68878231,KAYLA LEE,RYAN HUGHES,25648.0,US,CA,NRFX79870048
CUST83989478,EXTERNAL238697,SAMUEL MITCHELL,BERTRAND CHARBONNEAU,2364.0,CA,CA,MALE40584977
EXTERNAL635976,CUST41542276,PHILLIP HENSLEY,JAMES HUMPHREY DDS,12415.0,US,CA,DSPI25352691
EXTERNAL681857,CUST22153486,AARON RUSSELL,JUDY DAY,6687.0,CA,CA,VSWI15693850
EXTERNAL448302,CUST19370726,HORTENSE-CAMILLE ROBITAILLE,BAILEY AUSTIN,1276.0,CA,CA,SMIK89611155
CUST58871763,EXTERNAL304204,THOMAS MCCLAIN,STEVEN ROBINSON,6294.5,CA,CA,VGGG63147310
CUST53313994,EXTERNAL487992,DR.BLAKE FULLER,DESTINY JEFFERSON,2548.0,CA,CA,BVUM97291024
CUST67900047,EXTERNAL976634,MATHIEU CARRIER,ISHAAN GABA,12833.5,CA,CA,AOEN45385961
EXTERNAL367035,CUST76193045,NATHALIE BILODEAU,GEORGES CHARRON,3150.0,CA,CA,WXUQ19313890
CUST33835458,CUST33735269,GABRIEL WILLIAMS,SARAH PICARD,1239.5,CA,CA,TMJP30728410
CUST51268450,EXTERNAL115428,JEFFREY LANE,DIANA PARKER,4316.0,CA,CA,YGGQ11066428
EXTERNAL861038,CUST26393002,SAMUEL MEDINA,WENDY AGUIRRE,26604.0,AU,CA,QGLW41955227
EXTERNAL379297,CUST70878999,NICOLE NELSON,ANDREA GREEN,9218.5,US,CA,NFUK19095651
CUST59108936,CUST67647817,BOBBY MOSS,ADRIAN WHITE,1620.0,CA,CA,GNPR97402083
CUST14486382,CUST83446376,ALEXANDRA OUELLET,DR.WILLIAM SIMMONS,3936.0,CA,CA,RSQL45451994
CUST46228422,EXTERNAL582206,ROBERT ASSELIN,LAKSHAY KASHYAP,1260.0,CA,CA,MHUF49252070
EXTERNAL178700,CUST28409830,ALEXANDRIA WILLIAMS,OCÉANE BEAUREGARD,6606.0,AU,CA,PRFE77153421
EXTERNAL163917,CUST49119067,ERIC ROBINSON,LISA LEE,1045.0,CA,CA,AENZ34215739
EXTERNAL297604,CUST47862620,TIMOTHY CROSS,VARDANIYA JAIN,6970.0,AU,CA,CXVA11253874
CUST33017445,EXTERNAL359089,DENNIS HOOD,TANG YAN,4650.0,CA,CN,TWFE67126985
CUST89102356,CUST82284817,DAVID PICHÉ,AAINA JOSHI,1406.0,CA,CA,PEMZ73665997
CUST29226570,CUST61007749,CHRISTY JENKINS,LUC MOREAU,4233.5,CA,CA,ASQN75577670
CUST79023077,CUST85035211,CARLOTA MAXIMILIANO VARELA ROLÓN,DR.NICHOLAS ACOSTA,1459.0,CA,CA,WFUP63761370
CUST62785585,CUST46459649,DING XIN,MARGARET RICHARD,1300.0,CA,CA,CRRI62448820
CUST40015774,CUST72686168,THOMAS RICE,DR.RYAN SINGH,4648.0,CA,CA,CNLZ38924635
EXTERNAL725887,CUST21281584,MRS. KRISTINA RUSSELL,DR.CONNOR HANSON,662.0,US,CA,PXCW17190332
CUST96186971,CUST21210370,DR.TYLER BASS,DR.CRAIG GRAVES,3100.0,CA,CA,ABJA12634153
EXTERNAL299474,CUST72780665,KENNETH STEIN,LAURENT HOULE,2543.5,CA,CA,IYZW89309317
CUST38789757,EXTERNAL708236,GARY GONZALEZ,KIRILL FEDOSEEVICH SHILOV,4725.5,CA,RU,JQEZ41545341
CUST30878511,EXTERNAL160182,ANTHONY MEYER,VANESSA PRUITT,1400.0,CA,CA,HIHF78810768
EXTERNAL102232,CUST50553487,BARBARA WEST,CAROLINE BÉDARD,3096.0,CA,CA,DVXJ81962608
CUST86193577,EXTERNAL123005,IND.ZHANG YING,DR.BRYAN BROWN,1577.0,CA,CA,RLZG31501179
EXTERNAL358649,CUST99757047,MELISSA HENDERSON-THOMAS,ADAM CURTIS,44940.5,UK,CA,RRBP60659760
EXTERNAL275398,CUST75446405,LI XUE MEI,JODI LANE,1114.0,CA,CA,QSWH25268698
EXTERNAL823418,CUST10771008,MARCUS NIELSEN,ISHAAN WASON,5533.0,CA,CA,TIMS83768845
CUST53986890,CUST71913926,NATHAN-XAVIER GRAVEL,LI CHAO,4550.0,CA,CA,RXCW28554187
EXTERNAL844624,CUST12205798,LUC MARCOTTE,JAMES JOHNSON,2220.0,CA,CA,CVTQ12973428
EXTERNAL321521,CUST74167828,LARRY WILLIS,GÉRARD-GILBERT BOUCHER,1777.0,CA,CA,VSKN38561811
CUST92327158,CUST38552948,KEVIN HAMMOND,DR.JEFFREY LEE,1987.5,CA,CA,SIYK32001535
EXTERNAL483763,CUST78412588,LORI SOTO,ANNETTE EDWARDS,16530.0,CA,CA,RQRC38811685
EXTERNAL489583,CUST25085289,ISABELLE DUMONT,DEBORAH LEBLANC,2850.0,CA,CA,TMYE63744647
EXTERNAL855369,CUST31785819,LISA DOWNS,MARGARET AUGER-GIROUX,6612.0,CA,CA,KUML27577277
EXTERNAL742154,CUST25532714,CHARLES FRIEDMAN,CHRISTINE BOIVIN,1843.0,US,CA,CWXN74086275
EXTERNAL276071,CUST10137094,SUSAN GILBERT,MISS TINA MOORE,7676.0,CA,CA,TOKL34827868
EXTERNAL882287,CUST49788491,DR.APRIL BOYD,CHARLES LEGAULT-DESBIENS,1910.0,CA,CA,QFEB42446523
CUST72796464,CUST12446425,LIANG XIA,DR.JEFFREY OCONNOR,34252.0,CA,CA,SVAU11265906
EXTERNAL331501,CUST21074334,ALEX JACKSON,CHARLES ELLIS,1616.0,US,CA,OZGV93225663
EXTERNAL476354,CUST43805355,VALERIE PHILLIPS,AARON BROWN,34708.0,AU,CA,HAXL36662445
CUST52526522,CUST51598549,EMILY FOSTER,ANDREW SAUNDERS,1723.0,CA,CA,BMBT25809782
EXTERNAL734027,CUST26808860,LAWRENCE WEBB,NICHOLAS SMITH,1660.5,CA,CA,BVLO14857188
CUST57599468,CUST48109195,CATHERINE BRADY,AMY GRIFFITH,1781.5,CA,CA,BJGJ68919540
EXTERNAL105218,CUST10177748,ELISEEV TERENTIJ ANTIPOVICH,ANDREA WILLIAMS JR.,19766.5,RU,CA,QFGG23612880
CUST45956494,CUST10463810,IND.NATHALIE-MAUDE BOUTIN,SANDRA TAYLOR,2610.0,CA,CA,ZLHS65160091
CUST11244256,EXTERNAL359934,ROBERT PARK,LIC. SILVIA PADILLA,1430.0,CA,MX,JSXI43051623
CUST50771969,EXTERNAL245710,ERICA JOHNSTON,ANDREW ALLEN,2960.0,CA,AU,UYPN93051441
CUST40145578,EXTERNAL307101,TAYLOR SMITH,CAMILLE-CLAIRE RENAUD,3548.0,CA,CA,WPEI91738924
CUST71917161,EXTERNAL268765,LINDA RUBIO,ANTHONY DUNCAN,2021.5,CA,CA,SSWB38904567
EXTERNAL415578,CUST60236350,KAYLA OLSON,ALEXANDER FREEMAN,7075.0,CA,CA,XJLM32927448
CUST73933548,EXTERNAL447980,VICTORIA DECKER MD,JEFFREY MCKINNEY,6561.5,CA,CA,GPAT33017302
EXTERNAL225225,CUST10368812,DANIELLE GLENN,JAMES JACKSON,5785.0,AU,CA,UIMT22161824
EXTERNAL898647,CUST74074346,DR.KYLE ONEAL,ROBERT SMITH,1197.5,CA,CA,ZYRW97508357
EXTERNAL740675,CUST66652543,JAMIE MAHONEY,KURT SMITH,1437.5,CA,CA,DNMN28429056
CUST25694723,CUST11139389,AUSTIN MAY,ROBERT SILVA,1419.0,CA,CA,OVGG23138662
EXTERNAL553451,CUST99187224,ZHONG BO,MATTHEW VINCENT,18800.0,CN,CA,MTMX57178773
CUST54395078,EXTERNAL445500,GAIL PETERSON,IVANA VENKATARAMAN,9880.0,CA,IN,TCJV29211714
CUST83818191,EXTERNAL556199,DR.RICHARD WOLF,HORTENSE DUGUAY,1178.0,CA,CA,TGPM75331187
EXTERNAL627237,CUST46500371,EDWARD HAMPTON,FELICIA WILKINS,1895.5,CA,CA,RZGG94187126
CUST83829707,EXTERNAL792281,JEREMY MITCHELL,ANGELA WEAVER,1697.0,CA,CA,BOFT61139626
CUST40698086,EXTERNAL342860,ANDREW NORTON,TREVOR KIM,19526.5,CA,US,JWLR15193274
CUST54299013,CUST71219808,DR.CHEN BIN,DEBORAH ALLEN,1266.5,CA,CA,ZQOH94334285
EXTERNAL876716,CUST15521360,IND.RAYMOND GRÉGOIRE,JOSHUA CARTER,2680.0,CA,CA,XKBX82039106
CUST94371161,EXTERNAL102779,OLIVIA WALKER,DR.KATHRYN HARRIS,7049.0,CA,CA,ZOVQ33109232
EXTERNAL465906,CUST10005575,SABRINA YOUNG,KEVIN RODRIGUEZ,1565.0,CA,CA,ALXW31559324
EXTERNAL551814,CUST42613598,THOMAS MOORE,LUC COUTURE,2451.0,CA,CA,CTYG42431405
CUST34552540,CUST13305495,NIRVI DALAL,MR. RYAN FLETCHER,2040.0,CA,CA,RNJE28156631
CUST13963641,EXTERNAL114410,PAULA BLAIR,BRETT GALVAN,1348.0,CA,CA,ZIQH99124318
EXTERNAL872949,CUST67837018,JESSICA PARK,TONY TAYLOR,7490.0,CA,CA,SSZC80213132
CUST87448990,EXTERNAL769455,LISA HAMILTON,DONALD LEE,48705.0,CA,UK,QSQQ23393446
CUST78178423,CUST79206214,PHILIP HOUSTON,BENJAMIN MILES,1755.0,CA,CA,VPPN26443082
CUST74469299,EXTERNAL720734,LIU JIA,DR.FRÉDÉRIQUE GUILLEMETTE,4851.5,CA,CA,PMQA59739604
CUST13795026,EXTERNAL182858,RICHARD HOWELL,JULIA STARK,1031.5,CA,AU,HJGX61071607
CUST82502069,EXTERNAL304388,JUAN JOHNSON,VRITIKA BASSI,7766.0,CA,IN,JNAN17784595
CUST60986943,CUST55601734,BRITTNEY JONES,ZEESHAN BEDI,1044.0,CA,CA,FDTJ67669376
EXTERNAL244757,CUST66952515,SILA DMITRIEVICH ARHIPOV,DR. MAKAYLA HUFF,3142.5,RU,CA,WVAS18722458
CUST21454171,EXTERNAL140302,KATHRYN MUELLER,CHRISTOPHER KELLY,1060.0,CA,CA,AVRP89481287
EXTERNAL234496,CUST69434347,CAROLINE BERGER,JOHN SANFORD,1480.0,CA,CA,AXFW34952791
EXTERNAL376003,CUST22989214,ZHANG XUE MEI,ZACHARY LYNCH,1301.0,CN,CA,CWNR16493096
EXTERNAL198315,CUST85769551,TRICIA ORTIZ,DAVID WILKERSON,1035.0,CA,CA,WHOA71672514
CUST13310262,EXTERNAL192990,ALEX PAQUETTE-GIGUÈRE,KIMBERLY DAWSON,5900.0,CA,CA,VUUD41487061
EXTERNAL123104,CUST91959928,MATTHEW COLE,MARILYN WEBB,24226.0,US,CA,ZOHR30212499
CUST38411926,EXTERNAL296983,DR.TAMARA THOMAS,SHANNON HENDERSON,17304.0,CA,US,EBOO42886977
EXTERNAL893351,CUST65621265,SHERRY CLARK,RENÉ PAQUETTE-DUPUIS,1010.0,CA,CA,FPEA96972957
EXTERNAL285745,CUST48655955,ARADHYA KUMAR,ROSALIE DUFOUR,1250.0,IN,CA,FMFZ17606296
CUST92787222,CUST19764569,KAREN INGRAM,DILLON HOGAN,7145.0,CA,CA,OHMY51745005
CUST12980531,CUST47213428,ANGELA EDWARDS,VANESSA JOHNSON,2248.0,CA,CA,ALNL96923402
CUST25447419,EXTERNAL292249,MATTHEW PINEDA,EVAN HAWKINS MD,8810.0,CA,CA,QPFP88863767
EXTERNAL293261,CUST89164843,DANIELA TREVIÑO,ARTHUR LACASSE,2480.0,MX,CA,VFDN61781534
CUST74954662,EXTERNAL193691,ALAIN SOUCY,APRIL BLANKENSHIP,1492.0,CA,US,OKGP86677282
EXTERNAL877171,CUST35212181,GRANT WINTERS,DR.TRAVIS WILLIAMS,2438.0,US,CA,KOYH57872356
CUST18711848,EXTERNAL466270,DR.HUANG JUN,HEIDI HOLDER,3664.5,CA,US,KACB63125892
EXTERNAL802472,CUST12256967,KEVIN PHILLIPS,ROBERT THOMPSON,1025.0,CA,CA,PTDC59818110
CUST41052227,EXTERNAL148390,BADAL MASTER,DR.LIU XIU HUA,1167.0,CA,CA,NCLA18209903
EXTERNAL496653,CUST15296662,ALLAN PATEL,SARAH BEARD,982.5,UK,CA,JAMC81148852
EXTERNAL370791,CUST60283189,DR.MICHAEL BURKE,ZHANG HONG,3379.5,CA,CA,NENN62187719
CUST24620701,EXTERNAL198465,DONNA TURNER,BRITTANY BRYANT,1158.0,CA,CA,JIAK76600923
EXTERNAL531542,CUST80835515,JEFFREY RIVERA,DAVID DUPUIS,18726.0,CA,CA,JWRP97680883
CUST72950324,EXTERNAL174433,JAYANT KAPUR,MARGITA STIFFEL,1647.0,CA,GE,SRUB75403931
CUST11585204,EXTERNAL638907,BRANDON SHELTON,SEAN MILLER,1996.0,CA,US,UZGW61997577
CUST95035217,EXTERNAL889933,SU XIU YUN,CINDY DENNIS,3299.0,CA,CA,ETFB32517618
CUST78750681,EXTERNAL958319,TIFFANY ADAMS,MELISSA CAMACHO,8250.0,CA,CA,RYHH59724342
EXTERNAL782432,CUST41949953,KIM LITTLE,AMANDA GILBERT,14310.0,AU,CA,ZSSW13904609
CUST45401397,EXTERNAL203740,WHITNEY ERICKSON,KRISTIN HERRERA,1776.5,CA,CA,UQDE95150180
CUST18532607,EXTERNAL221235,CHARLES GALLEGOS,SARA DEOL,4847.5,CA,CA,SUFT92384510
CUST40717607,CUST69996834,CHRISTINE DAVIS,JENNIFER TAYLOR,1599.0,CA,CA,IWWQ93181104
CUST93200414,CUST94943792,ADAM HANEY,DR.RICHARD LI,8099.0,CA,CA,IPPY63588017
CUST38224940,CUST93590968,SAMAR KARPE,ANAYA SANKAR,3288.0,CA,CA,UIUU93051041
EXTERNAL247174,CUST45799608,GUO JUN,MICHAEL INGRAM,7817.0,CN,CA,KSQZ77910259
EXTERNAL138560,CUST55506322,RAGHAV AMBLE,DEBORAH CARTER,1394.5,IN,CA,ITWD17267635
CUST60191511,CUST34694346,WILLIAM-MATHIEU DROLET,TODD ARNOLD,23260.0,CA,CA,COLH16093707
EXTERNAL593750,CUST79288776,GREGORY EVANS,JOSEPH ST-ONGE-HOULE,3640.0,CA,CA,QXRJ28675793
CUST75056951,EXTERNAL904029,BROOKE RIVERA,KIMBERLY HUANG,2377.0,CA,CA,QGNH97064815
EXTERNAL154045,CUST52604784,HEIDI VARGAS,JEREMY JONES,805.5,US,CA,UJEI92977489
CUST15887039,CUST97893933,JASON HERNANDEZ,TIMOTHÉE BOUCHER,3980.0,CA,CA,IFAF31436613
CUST23065989,EXTERNAL362159,SUN YING,DR.DENG YU YING,3470.0,CA,CA,MKDW92083907
CUST46119836,CUST94372115,YANG WEI,TRACY MARTINEZ,1502.0,CA,CA,KRSP76804969
CUST92501956,CUST33429385,LI SHU ZHEN,ÉDITH CYR,1197.0,CA,CA,NMGK46126072
CUST28406272,CUST36207636,SHAWN FERRELL,LAUREN VINCENT,2072.5,CA,CA,GGKU72719822
EXTERNAL209628,CUST27768716,ANGELA MARTIN,JONATHAN PROULX-DUPONT,3560.0,US,CA,ZHWB43712505
EXTERNAL188358,CUST15138133,DENISE HANCOCK,REBECCA BRENNAN,1810.0,CA,CA,VCBB15991324
CUST33261234,CUST44462779,ELIZABETH GOODWIN,JACQUELINE LE,1475.0,CA,CA,MYRS82063259
EXTERNAL285011,CUST30927817,MICHELLE ROTH,NATHANIEL DEAN,2181.0,CA,CA,SMHZ79091987
CUST50205350,CUST89387323,GABRIEL BOIVIN,WILLIAM RANDALL,1064.0,CA,CA,EWOE18517567
CUST95068080,EXTERNAL876757,ANTHONY GIBSON,DAVID STEPHENS,3764.0,CA,CA,DWYU20154687
EXTERNAL941384,CUST76642806,ANDREW HOWE,RENÉE SIROIS,10350.0,CA,CA,ZCMT50044568
CUST27843784,CUST54128786,BENOÎT LABBÉ,CHRISTIAN FORD,7500.0,CA,CA,DBOV50968603
EXTERNAL838858,CUST88175226,YVES PROULX,LAUREN REYNOLDS,1074.0,CA,CA,VCYB99608636
CUST50086629,CUST64100767,JORDAN WATSON,TANG LI,10166.0,CA,CA,QBHN65230419
CUST55520805,EXTERNAL143731,SPENCER JIMENEZ,ZHU LONG,3874.0,CA,CN,PNHD70098866
CUST44037553,CUST51628949,HEATHER AVILA,REBECCA MADDOX,1252.0,CA,CA,QIJH33318456
EXTERNAL318504,CUST53812766,TIFFANY HARRIS,CARLOS KRAMER,745.0,US,CA,OKKU43449144
EXTERNAL266268,CUST58518007,XIANG LONG,IND.KENNETH TANNER,22714.0,CN,CA,AEVH47117805
CUST85473295,EXTERNAL760939,ANTOINE DOUCET,LEAH REED,7940.0,CA,US,LGBM74315643
CUST53925137,CUST90369623,BARBARA MOORE,GABRIEL DUPUIS,1690.0,CA,CA,IZVH19519556
CUST76139917,EXTERNAL192459,NICHOLE RHODES,EILEEN MITCHELL,27603.5,CA,UK,YDRA95587213
EXTERNAL996570,CUST12710463,DOUGLAS HOOPER,CHRISTOPHER VAZQUEZ,1000.0,CA,CA,MBOB84498437
EXTERNAL971215,CUST66200649,XIE YONG,WANG GUI ZHI,1065.0,CA,CA,XFHV49371355
CUST66181099,EXTERNAL374870,NIKITINA KIRA ARTEMOVNA,PETER ANDREWS,5013.0,CA,US,FVTP25129079
CUST48479576,EXTERNAL944159,MEGAN SIMMONS,ALEXANDRA RICHARD,1450.0,CA,CA,ZIUR21090524
EXTERNAL177314,CUST35320691,VICTOR BRADY,DESTINY FREEMAN,19790.0,US,CA,OIJX20417763
CUST19694513,EXTERNAL635041,CALEB MADDEN PHD,NATALIE HALL,6977.0,CA,CA,HJAL31461433
EXTERNAL598233,CUST33700637,PETR ANTIPOVICH SIDOROV,JULIETTE RACINE,1250.0,RU,CA,HOVS77149222
CUST52932652,EXTERNAL416725,DR.ROBERT JOHNSON,JOSHUA PETERSEN,2342.0,CA,AU,OXDB24262101
EXTERNAL407264,CUST60467300,QI GANG,YVES PRÉVOST,1007.0,CA,CA,ZXOQ79626104
CUST57964899,EXTERNAL573319,JAMES WHEELER,CHRISTIANE POULIOT,1470.0,CA,CA,FHYI80163460
CUST10403130,EXTERNAL696658,JEREMY PHILLIPS,DANIEL COULOMBE,1672.0,CA,CA,RKUK66198873
CUST64304390,CUST37158134,COLETTE-DENISE DAIGLE,DR.TASHA MOORE,2990.0,CA,CA,EJEG25548559
EXTERNAL255908,CUST96406707,TARAN SARAN,DANIEL CUNNINGHAM,1123.0,CA,CA,WQUR92927905
CUST65340409,CUST55471950,DR.BARBARA DAVILA,JOHN SMITH,6116.0,CA,CA,NZJJ36701884
CUST27455247,CUST37825411,ERIC BRADLEY,DENISE JOHNSON,3440.0,CA,CA,ESCO17461107
EXTERNAL204136,CUST37048528,ROGOVA GLAFIRA TIMOFEEVNA,KATHLEEN AGUILAR,10494.0,RU,CA,AYBI82340930
CUST14331906,CUST29192324,RASHA BUCH,JEFFREY ORTIZ,2162.5,CA,CA,UVZR64710112
CUST23647777,EXTERNAL946254,STEVEN TAYLOR,ANDREA OBRIEN,1412.0,CA,CA,LFXQ74151215
CUST80099867,CUST71661853,SCOTT WILLIAMS,LUKE ALLEN,4512.0,CA,CA,MARZ56044667
EXTERNAL336816,CUST45899325,AYESHA RAMACHANDRAN,GARY LI,1490.5,IN,CA,KGLT69414874
CUST43315869,CUST75204939,GILLES GIGUÈRE,DAVID BYRD,7202.5,CA,CA,IZXE22288900
EXTERNAL204342,CUST75901271,INDIRA LORENA MUÑIZ,DR.LAURIE-CÉCILE GILBERT,20830.0,MX,CA,TGIM33701442
CUST43840564,CUST31594619,RONALD HALL,DR.ANDRÉE LARIVIÈRE,1030.0,CA,CA,CSKZ46508660
EXTERNAL259400,CUST74184190,REBECCA LONG,NOÉMIE MALTAIS,2394.5,US,CA,CIVZ61354199
EXTERNAL842866,CUST11377402,MORGAN HENRY,RYAN BLACK,26978.0,US,CA,ZOKL60107135
EXTERNAL576571,CUST48297490,MTRO. CAROLINA URBINA,KIMBERLY ANDREWS,1365.0,MX,CA,WPBH96533061
EXTERNAL318868,CUST70977942,SHARI THOMAS,LUCAS-NICOLAS GIGUÈRE,2612.0,CA,CA,JWXX88089663
EXTERNAL384039,CUST24851112,TANIA JAQUELINE ALCALA OQUENDO,CHRISTINA SMITH,11183.0,MX,CA,QSSM33415669
EXTERNAL705439,CUST64285360,LIC. FRIDA AVILÉS,CHRISTOPHER GONZALEZ,10496.0,MX,CA,SVSR13731958
CUST41574615,EXTERNAL679874,LUIS WOOD,ERIC LEBLANC,1529.0,CA,CA,VYKL28805406
CUST41603970,EXTERNAL389725,TUSHAR BAJAJ,MICHELLE COLLINS,1371.5,CA,CA,ORUE43511180
CUST53202511,EXTERNAL208362,KAVYA KALITA,ADVIKA RAMA,15550.0,CA,IN,XZEW25769306
CUST82420581,EXTERNAL494719,MAXWELL EVANS,FRITHJOF CICHORIUS,11231.0,CA,GE,LFJN73822452
CUST48737159,EXTERNAL710411,ALICIA PARKS,SVETLANA RUSLANOVNA PANOVA,11510.0,CA,CA,KWJP36066055
CUST39576306,CUST96033177,MAXIME GIROUX,JULIA BELL,1238.0,CA,CA,ECFI69258136
EXTERNAL581345,CUST53863167,ANGELA GREEN,LUC DUBÉ-ROY,1257.0,CA,CA,LMLX10058094
CUST13963641,CUST45404105,PAULA BLAIR,MICHAEL WU,1392.5,CA,CA,DBQF42248047
CUST49795102,CUST93430300,JON GRAY,KENNETH KEMP,2394.5,CA,CA,MNNW57497968
CUST39479199,EXTERNAL992800,VANESSA VALDEZ,DR GEORGE PATEL,49031.0,CA,UK,WMQV91291228
EXTERNAL863802,CUST87072856,MR. JOSHUA CAMPBELL MD,ELAINE BARNES,36024.0,US,CA,FUOV18414296
CUST48282006,EXTERNAL521686,JOSE PARKER,LINDA THOMPSON,1211.0,CA,CA,NXFH60287059
EXTERNAL546439,CUST48737633,ERIN CAMPBELL,PEGGY PAYNE,2188.0,CA,CA,PTFF62249272
EXTERNAL150211,CUST90582584,JAMES TORRES,DAVID ROMERO,5065.0,AU,CA,XALO66624707
CUST75238960,EXTERNAL574193,ROBERT PATEL,HOLLY GOODWIN,7151.0,CA,CA,LOLQ15936380
EXTERNAL964355,CUST47836629,JILL DURAN,WILLIAM RUIZ,1201.0,CA,CA,RWXP55835980
EXTERNAL255831,CUST23329047,ERIC HALL,RICHARD SANDERS,1540.0,CA,CA,LPDV51227941
EXTERNAL229375,CUST16123779,NIKOLAJ FEOFANOVICH GROMOV,AMANDA STEVENS,1680.0,CA,CA,TVCZ91249314
CUST40982712,CUST15019342,PATRICIA JOHNSON,LAURA MUELLER,1042.0,CA,CA,BLPQ61416859
CUST89655612,EXTERNAL610222,DR.HORTENSE GINGRAS-SIROIS,POPOV LONGIN FELIKSOVICH,1130.0,CA,RU,SYWX60252124
EXTERNAL993905,CUST69894691,DAVID HARVEY,ERICA GONZALEZ,3972.0,SA,CA,QZNV38331336
CUST87305123,CUST17993385,KYLE WILLIAMS,CHARLES MARTIN,11065.0,CA,CA,ICRH47428011
