,id sender,id receiver,name sender,name receiver,emt message,emt value,trxn_id,emt message emb,animalsim
380277,CUST25697455,EXTERNAL192604,LUC GIGUÈRE,ERSHOVA ELIZAVETA NAUMOVNA,Pet food,30,NGAA16264527,,0.5754621624946594
98526,CUST86005131,EXTERNAL847077,KIMBERLY LIU,RODNEY BUCHANAN,Pet food,30,AOYJ20053695,,0.5754621624946594
96976,CUST13875506,CUST68954152,TONY BROWN,JOSEPH SCHAEFER,Pet food,38,JFNT43712933,,0.5754621624946594
381275,CUST63296270,CUST48235662,MICHEL GUILLEMETTE-DROUIN,JULIE VALENTINE,Pet food,24,MHKU53120684,,0.5754621624946594
381458,CUST89049992,CUST97046259,SAMUEL SANCHES,CHRISTOPHER CASTRO,Pet food,25,HKXZ75499003,,0.5754621624946594
349920,CUST74958813,EXTERNAL156545,CRYSTAL VELAZQUEZ,CLÉMENCE CÔTÉ,pet food,24.5,AKRG15307681,,0.5754621624946594
127960,EXTERNAL332179,CUST94258035,NICHOLAS MATTHEWS,STACY MORAN,Pet food,28,HKMY34933319,,0.5754621624946594
381826,CUST91680613,CUST45514793,DANIELLE FIELDS,PATRICIA RODRIGUEZ,Pet food,20,ECUZ60693822,,0.5754621624946594
382809,EXTERNAL533118,CUST75744223,KENNETH PARKER,ROLANDO HORACIO JUÁREZ MALAVE,Pet food,31.5,XWOM25054541,,0.5754621624946594
375210,EXTERNAL885029,CUST75546165,SHASHKOVA JULIJA STANISLAVOVNA,CAMILLE GRÉGOIRE,Pet food,29,ACET31060702,,0.5754621624946594
354047,CUST44061169,EXTERNAL482674,BROOKE CHAMBERS,SIMONE COUTURE,Pet food,20,KWBF42722628,,0.5754621624946594
36214,CUST96846532,EXTERNAL733336,DAWN SPENCER,DING HONG MEI,"Dog food, toy",40,GTSV32301562,,0.5700365304946899
5386,CUST54841040,EXTERNAL252198,ANDREW MOONEY,MICHELLE SCHNEIDER,4 the dog,26,SOAT88436356,,0.5659001469612122
470978,CUST53724771,EXTERNAL199730,MISHTI SUBRAMANIAN,ANGELA LEWIS,"Pet food, Bo",26,UEAS23834595,,0.557378888
183246,CUST98747669,CUST96037569,ANNE JACQUES-PLANTE,CHRISTOPHER MCDONALD,For the dog,11.5,PGDB49013011,,0.5567331910133362
417311,CUST10745041,CUST72451374,STEPHANIE MILLER,BARRY JONES,For the dog,46,FJGN60338715,,0.5567331910133362
71379,CUST29348878,EXTERNAL650881,RAVEN BOLTON,SUN BING,For the dog,36,QDUR11560572,,0.5567331314086914
25508,CUST24338347,CUST20598168,LAURA WILEY,JASON PARK,For the dog,5,NPCE29003491,,0.5567331314086914
309482,CUST66351294,EXTERNAL469956,XING YU ZHEN,JONATHAN JAMES,Dog toys,13,VBRY80196593,,0.5501184463500977
134327,CUST55789578,EXTERNAL833500,LAURA AGUILAR,MATTHEW CUMMINGS,"Pet food, yay",13,QUQA24406090,,0.546748698
43961,EXTERNAL958666,CUST35633623,GABRIEL LANG,KRISTIN BANKS,dog food,30,AMQD73286701,,0.5465863347053528
358346,CUST96680790,CUST22238000,DR.OSCAR DICKSON,ZHANG JIAN,Dog food,28,TMVW84930289,,0.5465863347053528
480878,CUST68974066,CUST15626215,EDWARD WILKINSON,PAUL REESE,dog food,12,IBVU85896206,,0.5465863347053528
170055,EXTERNAL767126,CUST63894085,ROBYN STONE,JASON HERNANDEZ,Dog food,14,YBDY70477731,,0.5465863347053528
249252,EXTERNAL330678,CUST26031483,ANOUK BOUDREAU-BOISVERT,BRENDA HORN,Dog food,19,GHWB92892148,,0.5465863347053528
120553,EXTERNAL676349,CUST91110640,PATRICIA STONE,MEGHAN STOUT,Dog food,29,NTAT30178823,,0.5465863347053528
73465,CUST79996506,CUST55237088,LUCAS ST-PIERRE-BISSON,TAMARA WILLIAMS,Dog food,20,EPYI71699256,,0.5465863347053528
322977,CUST50982796,CUST44988338,ASHLEY REED,KAYLA LOGAN,Dog food,30,QBVW16713678,,0.5465863347053528
400304,CUST34346386,EXTERNAL714198,CHARLES BANKS,DR.PAUL HUFFMAN,Dog food,20,RSDG72443753,,0.5465863347053528
229639,EXTERNAL984191,CUST29792112,FELICIA DOMINGUEZ,BARBARA LARSON,Dog food,34,RMLD70575490,,0.5465863347053528
399893,EXTERNAL601422,CUST81249923,WILLIAM MACK,RHONDA JACKSON,Dog food,30,RHKB26866421,,0.5465863347053528
113703,EXTERNAL703030,CUST91443003,HUANG YU,JESSICA CONNER,Dog food,20.5,CKOT12034239,,0.5465863347053528
362938,CUST70936919,CUST72301236,LOUIS BEAUREGARD,KRISTINE KELLEY,Dog food,14.5,PTGG87756033,,0.5465863347053528
143168,EXTERNAL559443,CUST33520258,MARGARET ESTRADA,PAULINE DIONNE,Dog food,26,GHND56844039,,0.5465863347053528
46780,CUST15924489,CUST51030711,DAVID DESCHÊNES,JULIA ANTHONY,Dog food,41,ATMN73469364,,0.5465863347053528
141751,CUST91708004,CUST40154160,ALEXANDER FIELDS,MARK KING,Dog food,39,YGRG17802239,,0.5465863347053528
333079,CUST76980387,CUST52275561,DR.AGNÈS PARENT-MÉNARD,ANITA ADAMS,Dog food,29.5,NZWL39550107,,0.5465863347053528
141054,CUST42365360,CUST70645608,LESLIE PARKS,BRANDON BARNES,Dog food,27,ANQP76324440,,0.5465863347053528
313426,CUST32599288,CUST60717132,JENNIFER PATRICK,DR.ANYA KADE,Dog food,33,EIWL65115374,,0.5465863347053528
293001,EXTERNAL805352,CUST40178201,JOSEPH MORRIS,MICHAEL FRIEDMAN,Dog food,30,MELE23944037,,0.5465863347053528
32951,CUST18176813,CUST41532140,TIMOTHY ROBERTSON,MATTHEW MCCOY,Dog food,18.5,YPSM38792172,,0.5465863347053528
353197,CUST36961648,EXTERNAL841308,MARY CURRY,WILLIAM CARROLL,dog food,26,TNEO34214784,,0.5465863347053528
278688,CUST47964177,EXTERNAL789548,TANYA GREEN,JULES MARTIN,Dog food,29.5,HCUH49477299,,0.5465863347053528
413535,CUST96121396,EXTERNAL318796,JASON PARKS,CURTIS LOPEZ DDS,Dog food,25,MQKP39529708,,0.5465863347053528
379511,CUST57416886,EXTERNAL491901,DANIELLE JOHNSON,PAUL GOMEZ,Dog food,35,RYOV26475346,,0.5465863347053528
348350,EXTERNAL298493,CUST19378149,FRED JOHNSON,CHRISTOPHER LEE,Dog food,13,YSSU33539638,,0.5465863347053528
367464,EXTERNAL200672,CUST96732231,BRANDY SANDERS,BRANDON ANDERSON,Dog food,25,DYLL18103843,,0.5465863347053528
373065,EXTERNAL659066,CUST25011034,STEVEN THOMPSON,ARACELI GIL GRANADO,dog food,24,QHTT56005344,,0.5465863347053528
315470,CUST11972563,EXTERNAL223906,IND.ALEXIS SMITH,DR. AMELIA PERES,Dog food,15,VUZF86074247,,0.5465863347053528
371397,CUST21296233,CUST85598799,MRS. LAURA JOHNSON,ÉDITH GAGNÉ-DESCHÊNES,Dog food,30,PLUR23934236,,0.5465863347053528
218911,CUST92961181,EXTERNAL726857,CYNTHIA SCOTT,CASSANDRA WEBB,dog food,24,BITD82107811,,0.5465863347053528
387498,CUST84687251,EXTERNAL918263,DR.FU HUI,AMY GORDON,Dog food,39,SNXX61459749,,0.5465863347053528
85169,CUST34742368,CUST85489665,BRADLEY HERNANDEZ,CARMEN ROCHA,Dog food,45,KXQJ71456799,,0.5465863347053528
344075,CUST45119893,CUST81467602,DR.TANG YONG,JENNIFER HARTMAN,Dog food,20,KPKR57227348,,0.5465863347053528
318065,CUST22069484,EXTERNAL209451,PIERRE LANGLOIS,MARY MCCORMICK,Dog food,40,FJCK63612569,,0.5465863347053528
63757,CUST56149821,EXTERNAL954105,LISA ELLIS,KAREN HART,Dog food,28,EYZK25547291,,0.546586275
493910,CUST81171463,CUST94711764,ALEX NORMAN,GRÉGOIRE CARRIER,Dog food,13.5,ANKZ15891323,,0.546586275
490006,CUST88637917,EXTERNAL544846,DANNY BELL,STEPHEN THOMAS,Dog food,21,MGZR32212635,,0.546586275
259665,EXTERNAL494483,CUST69217207,LISA WRIGHT,SAMANTHA COLEMAN,Dog food,34,ZDZG59847211,,0.546586275
97835,CUST11492392,CUST43182273,CHRISTOPHER BARNES,LISA SWEENEY,Dog food,30,RWGM15099273,,0.546586275
475905,CUST26420490,CUST23001437,DAVID BROWN,JAMES SPENCE,Dog food,34,LZQF58882959,,0.546586275
150752,EXTERNAL571570,CUST90895787,JORDAN LEE,GUILLAUME BÉDARD,Dog food,24.5,OQAD43527619,,0.546586275
56233,EXTERNAL449516,CUST84020889,JAMES KERR,YANG YANG,Dog food,20,BZBO57865409,,0.546586275
4429,CUST30940237,CUST47325790,CHRISTINE WHITEHEAD,ROY ORTIZ,Dog food,31.5,GJAA34790493,,0.546586275
26278,CUST31119290,CUST88729042,LI RONG,ARTHUR BÉLAND,Dog food,10.5,URCM49002584,,0.546586275
255209,EXTERNAL268948,CUST60659705,DR.FRANÇOISE FONTAINE,MASON GONZALEZ,dog food,29,PIQS88484125,,0.546586275
387028,CUST19714658,EXTERNAL513914,MICHELE RICH,DR.STEPHEN LOPEZ,Dog food,29.5,QONN17769014,,0.546586275
256123,EXTERNAL478454,CUST53420829,AMANDA CUNNINGHAM,ANDREW SMITH,dog food,22.5,KWMO63794513,,0.546586275
145753,CUST57209239,EXTERNAL290170,XIE HUA,MEGAN SHERMAN,dog food,28,YDZV13050983,,0.546586275
221239,CUST57922035,CUST61422344,ANDREW HOWELL,CONSTANCE HÉBERT,Dog food,33,JJVD64378381,,0.546586275
390710,EXTERNAL448956,CUST54097723,ERIC BOYLE,MICHAEL LOPEZ,Dog food,22.5,KOSS80656059,,0.546586275
392350,CUST72472932,CUST37623726,EMMA WIGGINS,PAUL LAWRENCE,Dog food,19,UFDE47052682,,0.546586275
139533,CUST76863212,CUST71902739,JULIE HUFF,REBECCA BALL,dog food,0,MDDN31190761,,0.546586275
226947,EXTERNAL864895,CUST68761360,DR.HEATHER CARSON,DANIEL DANIELS,Dog food,26,MHSO14846792,,0.546586275
89153,CUST36299843,EXTERNAL670640,ÉLISABETH ALLARD,WANG NA,Dog food,18,QDIT67520677,,0.546586275
395760,CUST60172585,EXTERNAL316046,THOMAS WATERS,CHRISTELLE MERCIER,Dog food,7.5,VCJK37578121,,0.546586275
333342,CUST84903854,EXTERNAL408833,DR.EMMA-CÉLINE CHARRON,MICHAEL NELSON,dog food,26,ZGEK84607613,,0.546586275
504860,EXTERNAL353860,CUST61406256,TODD ONEILL,JAYAN GOYAL,Dog food,23.5,QSSV16576761,,0.546586275
240801,CUST33191440,EXTERNAL535589,DR.MTRO. ELSA BURGOS,JOSHUA COLEMAN MD,dog food,27,QBHP63333870,,0.546586275
145982,CUST82591396,CUST28618501,WANG XIU HUA,CHARLES ADAMS,Dog food,19,WEAQ77084242,,0.546586275
19669,EXTERNAL339188,CUST40558318,AUSTIN ANDERSON,DR.DHRUV REDDY,Dog food,34,EKCK43352470,,0.546586275
334321,EXTERNAL879341,CUST59994138,YIN JIAN,SARA VAUGHAN,Dog food,24,MPMT87264165,,0.546586275
9742,CUST57817575,EXTERNAL284856,ZHAO FENG YING,GEORGES SÉGUIN,Dog food,30,CQMR93507167,,0.546586275
66344,EXTERNAL434932,CUST67739639,LI NING,SUMMER JOHNSON,Dog food,20,TGGK80403929,,0.546586275
367144,CUST66205854,CUST17064388,LINDA FLORES,IND.DANIEL MARSHALL,Dog food,30.5,CYVP42629709,,0.546586275
354146,CUST19051331,CUST11389150,GWENDOLYN SANTOS,ÉLISE PRÉVOST-MORIN,Dog food,20,JDLV79875743,,0.546586275
176776,CUST22365167,CUST53292799,MARC CHARLES,SUZANNE CARROLL,Dog food,30,QHKW18385205,,0.546586275
417630,CUST45661734,CUST54827045,VINCENT DROLET,MARY MCLAUGHLIN,dog food,26,RDHV71179630,,0.546586275
182414,EXTERNAL940442,CUST31919033,SARA BREWER,WILLIAM LAWRENCE,dog food,25,SWKI64464958,,0.546586275
167326,CUST15300232,EXTERNAL721576,DR.MARGUERITE SMITH,ADAM GILBERT,Dog food,46,AEBD60349999,,0.546586275
483525,EXTERNAL983628,CUST36555387,SARA SACHDEV,NIRVAAN JOHAL,Dog food,25,YKNV51354804,,0.546586275
8601,CUST66446898,EXTERNAL383511,AARON CLEMENTS,TERESA PAGE,Dog food,26,ESKD99067309,,0.546586275
104047,EXTERNAL668681,CUST48708729,DR.EMMANUELLE BEAULIEU-LANDRY,WANG YUN,dog food,13.5,DKHS82561262,,0.546586275
470468,CUST92050176,CUST49345463,SCOTT SMITH,DR.JESSICA GATES,Dog food,20.5,PMHJ41849464,,0.546586275
101556,EXTERNAL315486,CUST38978257,ANTHONY DIXON,DANA HICKS,Dog food,40,GJBO11120788,,0.5465862154960632
167692,CUST90148032,CUST88517873,IND.CHARLES JACKSON,ANGELICA HARRIS,Dog food,28,QOKX10180956,,0.5465862154960632
43713,CUST36821887,CUST71276945,DAVID COMBS,JULIE GARZA,Dog food,21.5,DYAO75493429,,0.5465862154960632
359757,CUST84621882,EXTERNAL207270,GARRETT VASQUEZ,BRENDA WHITE,dog food,32,UZXR36559133,,0.5465862154960632
419931,CUST84887811,CUST21592774,IRA DUGAR,MR. JASON WALKER,pup food,15,JELU24146301,,0.5444165468215942
247523,CUST89337269,CUST92793770,JEFFREY DOUGLAS,CONNIE LI,Pup food,51,UVIS42347769,,0.5444165468215942
364381,EXTERNAL229360,CUST91714159,NATHANIEL WILLIAMS,ÉTIENNE GRÉGOIRE,dog stuffs,45,LHQZ68009213,,0.537159264
340971,EXTERNAL675510,CUST44853770,JACLYN AGUIRRE,TRAVIS GREEN II,puppy vet,101,YBZM46134338,,0.5318366289138794
345958,CUST93063357,CUST77075756,CYNTHIA BURCH,MICHAEL FRANK,Dog sittr,46,HZEY80554575,,0.5308329463005066
246396,EXTERNAL320612,CUST77664444,BRENDA ROSS,STEVEN WOODWARD,Pet care,39,HGOP23908600,,0.5307793617248535
437771,EXTERNAL138570,CUST48759333,RANDALL HODGE,MARK BROWN,Pet care,42,QNKC72198725,,0.5307793617248535
405713,CUST11254614,EXTERNAL538749,KOTOV ANATOLIJ ANTONOVICH,JULES BISSON,Pet care,20,LHIY40134635,,0.5307793617248535
388953,CUST30191362,EXTERNAL942613,PATRICK BROWN,NICHOLAS ROBERTSON,Pet care,38,MBAY53011372,,0.5307793617248535
49903,CUST97895014,EXTERNAL958806,CHRISTOPHER LEE,SAMUEL MADDEN,Pet care,67,KVKD90907042,,0.5307793617248535
301318,EXTERNAL239138,CUST74330656,ROBERT ELLIS,DONALD SWANSON,Pet care,22,FQRO42281693,,0.5307793617248535
68485,EXTERNAL509154,CUST34696185,RYAN PENA,ARMAAN KUMAR,Pet care,45,PCMK22503646,,0.5307793617248535
96389,EXTERNAL886642,CUST19964517,SHARON WATSON,ISABELA JUANA ROJAS,Pet care,45,GQRX78423689,,0.5307793617248535
230875,CUST20381723,EXTERNAL505647,JAYANT GANESAN,JESSICA MITCHELL,Pet care,36,UERN86640579,,0.5307793617248535
203281,EXTERNAL895145,CUST86335442,KIM BARTON,MICHAEL VELEZ,Pet care,30,ECBZ38319121,,0.5307793617248535
431113,EXTERNAL663914,CUST61348089,DR.CATHERINE TAYLOR,DR.SHIRLEY HARDIN,Pet care,41,VKDM36213802,,0.5307793617248535
22521,EXTERNAL639553,CUST12560490,MICHEAL MOORE,CHERYL WHITNEY,Pet care,64,UXNO69794713,,0.5307793617248535
474288,EXTERNAL306752,CUST26301195,PATRICIA BENJAMIN,SHEILA ENGLISH,Pet care,26,EYXJ95442953,,0.5307793617248535
116230,CUST72215666,EXTERNAL179816,DANIELLE WILLIAMSON,HAN LI,hot dogs,9,AKUY17562000,,0.5304155945777893
40793,EXTERNAL646685,CUST37670525,LINDA MONTOYA PHD,KATHLEEN LIN,dog fud,25,HOLM62872553,,0.5241807103157043
457775,CUST47290984,CUST17300587,DONALD RILEY,TIYA SWAMY,Pet sit,36,ZXXS31352181,,0.5233598947525024
432781,EXTERNAL252568,CUST90034020,SARAH BRIGGS,VIRGINIA PEREZ,Pet sit,28,DWXH41588711,,0.5233598947525024
377328,CUST35276854,EXTERNAL551113,DOROTHÉE LALIBERTÉ-JEAN,MELISSA ROBINSON,Pet sit,38,FSJD71080662,,0.5233597755432129
92958,CUST97234014,CUST65263934,KELLY POOLE,SYLVIE POULIN,Food for dog,32,RFAK71033398,,0.5232386589050293
218385,EXTERNAL620146,CUST72965924,BIAN JING,DR.JOHN MEZA PHD,Food for dog,32.5,TQDI73304995,,0.5232386589050293
411340,CUST55562018,CUST85214605,GREG KING,SUN BING,Puppy thing,29,SHDN91994957,,0.5194793939590454
415066,CUST26526634,CUST82347264,DANIELLE LEE,ROGER GODIN,watching puppy,70,MQNY78851384,,0.5137073397636414
480547,EXTERNAL806407,CUST20412201,MRS. ALYSSA BROWN,FAITH WILLIAMS,"Pet food, thanks",26.5,PPWP71657031,,0.5129827857017517
76469,CUST57919738,CUST13922810,DING LI HUA,ERIK PARK,"pet food, thanks",30,IFPH38080488,,0.5129827857017517
65832,CUST61158505,CUST86785797,CHRISTOPHER GRAHAM,CLAUDINE VAILLANCOURT,Dog food lol,21,ZVYP29971621,,0.5119807720184326
100662,CUST46357486,EXTERNAL614435,NICOLE TUCKER,VIRGINIA CHAVEZ,doggo food,16.5,HUAH95990970,,0.5109407901763916
440334,EXTERNAL549227,CUST59505652,LIU QIN,ELSA ERIC GARICA,Pet sitting,32.5,TVMN68284712,,0.5107186436653137
145108,CUST12561224,CUST55633222,CAMILLE ROBITAILLE,IND.LAURA ARMSTRONG,Pet sitting,50,PRWI21966660,,0.5107186436653137
376002,CUST31860462,CUST41023836,JOANNA CHRISTIAN,ÉRIC TANGUAY,Pet sitting,40,QQUC38727742,,0.510718584
119964,CUST20308990,CUST95972973,STEVEN RICHARDS,JEREMY JOHNSON,Pet sitting,50,SAWU63031090,,0.510718584
502620,EXTERNAL785317,CUST17183050,SIYA SURI,JESSE FRAZIER,Pet food thnx,28.5,JKSE15917810,,0.5095893740653992
466238,CUST27634757,CUST46723589,SONG NA,BENOÎT LEMIRE,Pet food. thnx,21.5,JASA11313772,,0.5090096
407513,CUST49331321,CUST14331906,DR.HEIDI SMITH,RASHA BUCH,dog walkr,7,VOSU54941432,,0.5084877014160156
118206,CUST93342646,EXTERNAL781414,JASON RODGERS,DR.MICHAEL WALLER,Dog walkr,15,LWAT88032375,,0.5084876418113708
106436,CUST28633689,CUST34902289,TONY WILLIAMSON,SHALV MANDER,Pet sitter,48,VRYK19445896,,0.5082715749740601
65062,CUST42100060,EXTERNAL189099,RENÉ PRÉVOST,TAMMY JOHNSON,Pet sitter,40,DFFD46730142,,0.5082715749740601
27957,CUST36760610,CUST63609106,NATALIE HINES,DR.ZACHARIE BRUNET,Pet sitter,49.5,MDMV30074259,,0.5082715749740601
122933,CUST43283397,CUST65324418,DR. MISTY SCOTT MD,TIMOTHY SMITH,Pet sitter,25,OEIQ28078224,,0.5082715749740601
433934,EXTERNAL680470,CUST88624000,EVELYN NOBLE,IND.BERTRAND DUVAL,pet sitter,36,QUYQ23188025,,0.5082715749740601
117587,CUST19010843,EXTERNAL910202,SIMONE VEILLEUX,DAVID COOPER,Pet sitter,28,VVOI41079022,,0.5082715749740601
273845,CUST39331993,CUST38697547,BROOKE WILLIAMS,DR. ESTELA SAIZ,Pet sitter,51,LFZY61739224,,0.5082715749740601
344817,EXTERNAL970492,CUST36073464,DANIEL GALVAN,PAUL FORTIN,Pet sitter,26,VPCP79749379,,0.5082715749740601
16255,CUST68887214,CUST89324671,JEFFREY ROBINSON,KELLY LANE,Pet sitter,25.5,SIGZ19097134,,0.5082715749740601
441446,CUST40572250,EXTERNAL174978,CHRISTIANE LAMOUREUX-VÉZINA,JENNIFER DECKER,Pet sitter,60,QOIG28130066,,0.5082715749740601
92029,CUST75188415,EXTERNAL497915,WILLIE ADKINS,ROY BARNES,Pet sitter,21,XDAZ55555929,,0.5082715153694153
381358,CUST22039429,EXTERNAL698401,CRYSTAL FINLEY,NOÉMIE VINCENT,Pet sitter,40,UWED51735984,,0.5082715153694153
44553,CUST73024679,CUST83939365,DR.LI NA,MICHELLE GRAY,Pet sitter,31,JSRG25278565,,0.5082715153694153
132901,CUST76200626,CUST97044954,MICHELLE REED,YU HUA,pet sitter,34,JBFC81995223,,0.5082715153694153
346806,CUST58760280,EXTERNAL930029,SAMUEL SANCHEZ,KELLY PERRY,Pet sitter,60,YBYZ32610719,,0.5082715153694153
340014,CUST33882811,EXTERNAL492340,NITARA BHAT,ROBERT JACOBS,Pet sitter,50,TJEI39175262,,0.5082715153694153
362513,CUST66780832,EXTERNAL758181,DENISE SAWYER,KAREN WOOD,Pet sitter,32,YOHG17377304,,0.5082715153694153
446016,EXTERNAL439740,CUST16398057,REYANSH SARNA,TODD EDWARDS,Pet sitter,40,ROBB68804874,,0.5082715153694153
401323,EXTERNAL973848,CUST15890558,JUAN CISNEROS,KYLE TAYLOR,Pet sitter,30,GOEG24672919,,0.5082715153694153
18052,CUST25378144,CUST72485644,ERIC FIELDS,PAUL LABBÉ,Pet sitter,35.5,IFWZ17789511,,0.5082715153694153
175732,CUST43469708,CUST84972841,DR.HARITONOV HRISTOFOR VJACHESLAVOVICH,VÍCTOR ÁVILA,Pet sitter,32,BYXS84847426,,0.5082715153694153
289952,CUST87112388,EXTERNAL344069,DOMINIQUE RICHER,IND.ARTHUR BISSON,Pet sitter,54,XXBJ74584470,,0.5082715153694153
284405,EXTERNAL115752,CUST20469255,GARRETT GEORGE,MICHELLE SCOTT,Pet sitter,30,LMAL41566151,,0.5082715153694153
145713,CUST22004513,CUST17122970,HEATHER LOVE,LISA BURNS,Pet sitter,45.5,RKGW32825617,,0.5082715153694153
17208,EXTERNAL129987,CUST11789028,KEVIN BROCK,DR.NICOLE BUSH,Pet sitter,27,TOXI42238108,,0.5082715153694153
281526,CUST59940343,EXTERNAL912411,SONG GUI FANG,WILLIAM DELISLE,Pet sitter,50.5,DPTP54749138,,0.5082715153694153
216079,CUST95777535,CUST47641224,WANG LU,TRACY MARTINEZ,Pet sitter,62.5,UGPV57988865,,0.5082715153694153
433070,CUST55864372,CUST33778793,DARLENE BAILEY,DAVID ASHLEY,Pet sitter,25,MGDK16300758,,0.5082715153694153
249238,CUST34286703,CUST80789321,ZHUANG JUAN,APRIL BARNES,Pet sitter,100,VLPL79181267,,0.5082715153694153
222165,EXTERNAL431510,CUST31778779,DR.MRS. LAUREN REYES,CÉLINA-AUDREY GIROUX,pet sitter,24,DYKJ66591201,,0.5082715153694153
488691,EXTERNAL405525,CUST49389828,DR.GABRIEL-ÉDOUARD DAIGLE,JAMIE PEREZ,Pet sitter,49,TXFR36838119,,0.5082715153694153
358140,CUST70949789,CUST92246392,SANDRA RAMIREZ,MICHELLE NORTON,Pet sitter,23.5,EAQH68140769,,0.5082714557647705
496672,EXTERNAL743603,CUST32983277,MATTHEW PATTON,DR.BRIAN WILSON,pet sitter,37,ITQE50796312,,0.5082714557647705
62403,CUST87758804,CUST17170669,DR.BRADLEY SMITH,JOSHUA DUNLAP,"Pet food, thnx",23,PJQD70496117,,0.5074628591537476
191158,EXTERNAL506697,CUST94863496,CÉCILE-SUSANNE BOISVERT,BETTY BAILEY,"Pet food, thnx",20,XYXS95140941,,0.5074628591537476
423777,EXTERNAL717454,CUST87371137,RONALD JORDAN,JOSEPH BROWN,For the pet food,25,EYJM76601667,,0.5037990808486938
56001,CUST77540130,EXTERNAL733177,BOBBY WILLIAMS,KELLY BLAKE,Pet vet bil,100,DDZE17408190,,0.500764787
74933,CUST80888669,CUST64849446,XIE CHENG,DIAMOND DIXON,Food,10,NYAA46735109,,0.4989154636859894
185293,CUST40804910,CUST17838354,VÉRONIQUE DUBOIS,DR.JULIE MARSHALL,Food,25,FOEF20788296,,0.4989154636859894
357300,EXTERNAL466040,CUST28156691,HEATHER RODRIGUEZ,DR.JASON DALTON,Food,15,GDNS63325695,,0.4989154636859894
450800,EXTERNAL208729,CUST66069513,JACK TAYLOR,KENNETH TATE,Food,38,CTST42659631,,0.4989154636859894
7692,CUST22080937,CUST93775474,CHRISTOPHER JENKINS,AGNÈS CÔTÉ,Food,14,CRQG31989698,,0.4989154636859894
364596,CUST36762642,EXTERNAL981603,JODY SMITH,IND.RAYMOND DUFRESNE,Food,9,BQQY36023665,,0.4989154636859894
13370,CUST17643762,CUST55197165,LEE SMITH,JENNIFER DODSON,Food,17.5,EOZR47031577,,0.4989154636859894
407238,CUST64373590,CUST40753934,LESLIE MARSH,DR.LAUREN HICKS,Food,9,VCRV54859532,,0.4989153742790222
275625,CUST67744743,CUST11966594,SEHER SHETTY,GABRIELLE CHARRON,Food,11.5,ZPZX27284432,,0.4989153742790222
346451,EXTERNAL716240,CUST29975515,IND.CHRISTOPHER SMITH,NICOLE WOODARD MD,Food,32.5,VPFX70485870,,0.4989153742790222
78693,CUST82273164,CUST89097763,ANDREA LOPEZ,BRENDA WELLS,Food,10,JGHF51720142,,0.4989153742790222
283183,EXTERNAL523873,CUST16328325,YVETTE JONES,JOSEPH WILLIAMS III,Food,12,YBRE47492368,,0.4989153742790222
497831,CUST78155052,EXTERNAL131185,EDWARD KELLY,MICHAEL BECK,Food,10,KMCO57060932,,0.4989153742790222
38777,EXTERNAL587110,CUST93006760,JENNIFER BAUER,DR.ASTRID GAGNÉ-JACQUES,Food,10.5,AIYA17700784,,0.4989153742790222
396328,CUST51226273,EXTERNAL801893,MARK THOMPSON,ANNA WALL,"Dog food, thank",30,OGWP99028170,,0.4980373978614807
402331,CUST46780625,CUST34779346,ROBERT JACKSON,CÉLINA ALLARD,Puppy stuff,46,WQVK24644032,,0.4976261556148529
95059,EXTERNAL582703,CUST75423346,CALVIN KENNEDY,DRISHYA ROY,puppy stuff,39.5,KJHL68686941,,0.4976261556148529
232267,CUST81723237,EXTERNAL827152,DANIELLE GIROUX,CASSIDY ELLIOTT,puppy stuff,78,NLCG27493451,,0.4976261556148529
411059,CUST69624426,EXTERNAL964702,KIMBERLY GARZA,LAURENCE BILODEAU,Puppy stuff,50,RJEP40494266,,0.4976261556148529
126556,EXTERNAL423048,CUST20584274,MATTHEW LLOYD,JENNIFER FLYNN,Puppy stuff,47,XZRV87123650,,0.49762606620788574
1532,CUST24652808,EXTERNAL976023,AMANDA FOWLER,LOUISE TROTTIER,Puppy stuff,55.5,AATT50677652,,0.49762606620788574
246881,CUST22565407,CUST56952416,MICHELLE HARRIS,ANDREW HERRERA,puppy stuff,37,ACJB86310637,,0.49762606620788574
466742,CUST64127688,EXTERNAL953964,KABIR ARORA,JAQUELINE MITZY MATÍAS SALCEDO,Kitty's vet,100,IDXR33927534,,0.49640294909477234
502998,EXTERNAL915063,CUST38806733,ROLAND-PHILIPPE TRUDEL,DAVID BECKER,puppy chow,22,WPWW78457658,,0.49350327253341675
34263,CUST45651855,CUST60822639,SUSAN ALLISON,MARTIN MEYER,Puppy chow,12,RBFR76902422,,0.49350324273109436
462232,CUST43539287,CUST17947679,SAMUEL-TIMOTHÉE DESBIENS,DESIREE HOWARD,"Dog food, thnx",22,FGGU17278104,,0.4929477274417877
213688,CUST85188529,CUST56530860,CLAUDIA CRAWFORD,EDWARD BUTLER,Pet sitter –,30,CDPM99991040,,0.4928455352783203
101091,CUST92918400,EXTERNAL421246,SEAN GIBBS,PRISHA DASS,Dogs food,22,CHAP29517157,,0.4908043444156647
452106,EXTERNAL845226,CUST80713431,MARIANNE DIONNE-PELLETIER,DR.JOAQUÍN TORRES,"Pet food, thks",27,HITT43719204,,0.4906132221221924
193888,CUST99455921,EXTERNAL354299,KEVIN WERNER,DISHANI CHOUDHRY,"Dog food, chew",20,GBSN42437943,,0.4902784526348114
